               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,  train/topleft_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,    val/topleft_loss,               x/lr0,               x/lr1,               x/lr2
                 122,            0.036087,             0.01937,           0.0060936,            0.088751,             0.02309,             0.93645,             0.90696,             0.95559,             0.60566,            0.025494,            0.015901,           0.0039099,            0.092291,            0.020152,           0.0088986,           0.0088986,           0.0088986
                 123,            0.036314,            0.019275,           0.0056562,            0.088123,            0.023148,             0.93143,             0.91903,             0.95961,             0.60413,            0.025794,            0.015985,           0.0043308,            0.092318,            0.020143,           0.0088812,           0.0088812,           0.0088812
                 124,            0.035822,            0.019413,           0.0055038,            0.088133,             0.02312,             0.92074,             0.93068,             0.96011,              0.6085,            0.025983,            0.016053,           0.0038757,            0.092332,            0.020112,           0.0088637,           0.0088637,           0.0088637
                 125,            0.035735,             0.01952,           0.0055639,            0.088387,            0.023366,             0.93312,             0.93494,             0.96106,             0.61118,            0.025732,            0.015841,           0.0036488,            0.091927,            0.019833,           0.0088461,           0.0088461,           0.0088461
                 126,            0.035544,            0.019364,           0.0056942,            0.087667,            0.023477,             0.93113,             0.93032,             0.96198,             0.60785,            0.025505,             0.01589,           0.0036637,             0.09245,            0.020436,           0.0088284,           0.0088284,           0.0088284
                 127,            0.035963,            0.019269,           0.0054681,             0.08771,            0.023309,             0.93521,             0.92906,             0.96185,             0.60142,            0.025754,            0.015955,           0.0034238,            0.092589,            0.020833,           0.0088106,           0.0088106,           0.0088106
                 128,            0.035783,            0.019301,            0.005287,            0.087812,            0.023168,              0.9356,             0.92421,              0.9602,             0.60667,            0.025648,            0.015871,           0.0031806,            0.091981,            0.020379,           0.0087927,           0.0087927,           0.0087927
                 129,            0.035992,            0.019258,           0.0054631,            0.087302,            0.023503,             0.93105,             0.93473,              0.9642,             0.61089,             0.02568,            0.015762,           0.0028681,             0.09147,            0.020004,           0.0087746,           0.0087746,           0.0087746
                 130,            0.035558,            0.019329,           0.0056732,            0.088025,            0.023664,             0.94397,             0.92252,             0.96606,             0.61181,            0.025434,            0.015829,           0.0029451,             0.09107,            0.019703,           0.0087565,           0.0087565,           0.0087565
                 131,            0.035954,            0.018876,           0.0057451,             0.08776,            0.023014,             0.93848,             0.92099,             0.96171,             0.61119,            0.025599,            0.015865,           0.0032599,            0.090607,            0.019836,           0.0087382,           0.0087382,           0.0087382
                 132,            0.035433,            0.018851,           0.0055146,            0.087475,            0.023901,             0.91162,              0.9405,             0.96083,             0.61068,            0.025413,            0.015776,           0.0036905,             0.09009,            0.019859,           0.0087198,           0.0087198,           0.0087198
                 133,            0.035784,            0.019751,           0.0056228,            0.087325,            0.023144,             0.93359,             0.94097,             0.95999,             0.61227,            0.025293,             0.01562,           0.0037079,            0.090577,            0.019886,           0.0087013,           0.0087013,           0.0087013
                 134,            0.035436,            0.019257,           0.0054315,            0.087414,            0.023206,             0.93037,              0.9379,             0.95728,             0.61285,            0.025194,            0.015592,           0.0035654,             0.09103,             0.01982,           0.0086827,           0.0086827,           0.0086827
                 135,            0.035506,            0.018806,           0.0049776,            0.085874,               0.023,             0.92898,             0.93603,             0.95886,             0.61006,            0.025318,            0.015824,           0.0035056,             0.09143,            0.020211,            0.008664,            0.008664,            0.008664
                 136,            0.035506,            0.019128,           0.0055177,            0.086212,            0.022921,             0.93944,             0.92454,             0.96004,             0.61137,            0.025344,            0.015773,           0.0033099,            0.091692,            0.020002,           0.0086452,           0.0086452,           0.0086452
                 137,            0.035417,            0.019527,             0.00585,            0.087334,            0.023485,             0.94534,              0.9212,             0.95696,             0.60625,             0.02553,            0.015739,           0.0032855,            0.091623,            0.020393,           0.0086263,           0.0086263,           0.0086263
                 138,             0.03528,            0.018863,           0.0050167,            0.085805,            0.022891,             0.93925,              0.9249,             0.95921,             0.61557,            0.025409,            0.015794,           0.0036716,            0.091486,            0.020417,           0.0086073,           0.0086073,           0.0086073
                 139,            0.035312,            0.019457,           0.0056029,            0.087221,            0.023705,             0.93934,             0.93519,             0.96218,             0.61435,            0.025402,            0.015693,           0.0037771,            0.091673,            0.020179,           0.0085882,           0.0085882,           0.0085882
                 140,            0.035252,            0.019098,           0.0056646,            0.086257,             0.02297,             0.93791,             0.92835,               0.962,              0.6163,            0.025332,            0.015614,           0.0036628,            0.091525,            0.019911,            0.008569,            0.008569,            0.008569
                 141,             0.03531,            0.019268,           0.0053391,            0.086463,            0.023126,             0.93396,             0.93456,              0.9611,             0.61953,            0.025143,             0.01567,           0.0036196,            0.091489,            0.019948,           0.0085497,           0.0085497,           0.0085497
                 142,            0.035289,             0.01902,           0.0053248,            0.085953,            0.023097,             0.94481,              0.9226,             0.96159,              0.6172,            0.025098,             0.01568,           0.0036706,            0.091235,            0.020038,           0.0085303,           0.0085303,           0.0085303
                 143,            0.035102,            0.018762,           0.0053158,            0.086079,            0.023042,             0.95119,             0.92043,             0.96224,             0.61481,            0.025073,             0.01566,           0.0036015,            0.091038,            0.020007,           0.0085108,           0.0085108,           0.0085108
                 144,            0.034995,            0.018684,           0.0052609,            0.085672,            0.022698,             0.94759,              0.9194,             0.96196,             0.61131,            0.025149,            0.015638,           0.0036064,            0.091664,            0.019878,           0.0084912,           0.0084912,           0.0084912
                 145,            0.035215,            0.019314,           0.0053955,            0.086663,             0.02341,             0.94832,             0.91651,             0.95858,             0.60601,            0.025287,            0.015742,           0.0039931,            0.092104,            0.019842,           0.0084714,           0.0084714,           0.0084714
                 146,            0.035032,            0.019344,           0.0056233,            0.086308,            0.022997,             0.95139,             0.92253,             0.95918,             0.60373,            0.025377,             0.01587,           0.0039016,            0.091985,             0.01996,           0.0084516,           0.0084516,           0.0084516
                 147,            0.034865,            0.018801,           0.0056217,            0.085726,            0.023035,             0.94811,             0.92897,             0.96193,             0.60225,            0.025433,            0.015913,           0.0039609,            0.091985,            0.019934,           0.0084317,           0.0084317,           0.0084317
                 148,            0.035244,            0.019227,           0.0053053,            0.085017,            0.022984,             0.95541,             0.91653,             0.95894,             0.60484,            0.025278,            0.015857,           0.0037254,            0.091914,            0.019885,           0.0084117,           0.0084117,           0.0084117
                 149,            0.035183,            0.018794,           0.0053366,            0.084396,            0.022405,             0.94664,              0.9253,             0.96326,             0.60909,            0.025305,             0.01586,           0.0034509,            0.091682,            0.019663,           0.0083916,           0.0083916,           0.0083916
                 150,            0.034438,            0.018662,           0.0050733,             0.08452,            0.022679,             0.94807,             0.92442,             0.96263,             0.61271,            0.025219,            0.015871,             0.00331,            0.091553,            0.019915,           0.0083714,           0.0083714,           0.0083714
                 151,            0.034644,              0.0186,           0.0052117,            0.085294,            0.022928,             0.94523,              0.9203,             0.96026,             0.61636,            0.025245,             0.01583,           0.0033725,            0.091889,            0.019976,           0.0083511,           0.0083511,           0.0083511
                 152,            0.034849,            0.019118,           0.0051468,             0.08485,            0.022643,             0.93601,             0.93545,             0.96336,             0.61744,             0.02518,            0.015776,           0.0033188,            0.092352,            0.019961,           0.0083308,           0.0083308,           0.0083308
                 153,            0.034991,            0.018634,           0.0050261,             0.08473,            0.022256,             0.93881,             0.91829,             0.96284,             0.62105,            0.025087,            0.015756,           0.0033625,            0.092168,            0.019866,           0.0083103,           0.0083103,           0.0083103
                 154,             0.03472,            0.018656,           0.0056338,            0.085355,            0.022604,             0.94765,             0.91502,             0.96295,             0.62151,            0.025092,             0.01575,           0.0031304,            0.092557,            0.020064,           0.0082897,           0.0082897,           0.0082897
                 155,            0.034714,            0.018681,           0.0050703,             0.08507,            0.022658,             0.92767,             0.94943,              0.9679,             0.62096,            0.025037,            0.015796,           0.0030984,            0.092288,            0.020188,           0.0082691,           0.0082691,           0.0082691
                 156,            0.034771,            0.019057,           0.0054526,            0.085089,            0.023007,              0.9521,             0.92863,               0.968,             0.61895,            0.025011,            0.015774,           0.0029589,             0.09181,            0.020258,           0.0082483,           0.0082483,           0.0082483
                 157,            0.034644,              0.0187,           0.0046735,            0.083139,            0.021962,             0.94011,             0.94709,             0.96547,             0.61977,            0.024957,            0.015752,           0.0030545,             0.09144,            0.020007,           0.0082275,           0.0082275,           0.0082275
                 158,            0.034504,            0.018765,           0.0047481,            0.083607,            0.022745,             0.94732,             0.93413,             0.96398,             0.62104,            0.024792,             0.01569,           0.0031437,            0.091255,            0.019913,           0.0082066,           0.0082066,           0.0082066
                 159,             0.03427,            0.018471,           0.0046694,            0.083013,            0.021576,             0.93205,              0.9425,             0.96114,              0.6177,            0.024904,            0.015782,            0.003127,            0.091447,            0.019818,           0.0081856,           0.0081856,           0.0081856
                 160,            0.034591,            0.018242,           0.0048834,            0.083967,            0.022374,             0.93741,             0.93743,             0.95916,              0.6157,            0.024982,            0.015807,            0.003034,            0.091354,            0.019871,           0.0081645,           0.0081645,           0.0081645
                 161,            0.034806,            0.018777,           0.0050925,             0.08358,            0.022203,             0.93454,              0.9366,             0.96337,             0.62215,            0.024787,            0.015779,           0.0029803,            0.091394,            0.019786,           0.0081433,           0.0081433,           0.0081433
                 162,            0.034652,            0.018906,           0.0053442,            0.083756,             0.02264,              0.9386,             0.94287,             0.96644,             0.62479,            0.024553,            0.015697,           0.0027364,            0.091041,            0.019754,            0.008122,            0.008122,            0.008122
                 163,            0.034121,            0.018259,           0.0050804,            0.082829,            0.021854,             0.93518,              0.9438,             0.96485,             0.62329,             0.02458,            0.015637,           0.0027395,            0.090932,            0.019677,           0.0081007,           0.0081007,           0.0081007
                 164,            0.034175,            0.018635,           0.0046217,            0.083154,            0.021696,             0.94602,               0.942,             0.96884,             0.62253,            0.024567,            0.015573,           0.0028045,            0.091078,             0.01962,           0.0080793,           0.0080793,           0.0080793
                 165,            0.033849,            0.018749,            0.004972,            0.082944,            0.021965,             0.94137,              0.9386,             0.96511,             0.62542,             0.02451,            0.015612,           0.0027805,            0.090988,            0.019433,           0.0080578,           0.0080578,           0.0080578
                 166,            0.034118,            0.018515,           0.0050537,            0.083403,            0.022152,             0.94066,             0.93221,             0.96269,             0.62489,             0.02451,            0.015612,           0.0027788,            0.090942,            0.019541,           0.0080362,           0.0080362,           0.0080362
                 167,            0.033911,            0.018382,           0.0053243,            0.083513,            0.022021,             0.93777,             0.94513,             0.96357,             0.62341,            0.024479,            0.015566,           0.0028864,            0.091027,            0.019339,           0.0080145,           0.0080145,           0.0080145
                 168,            0.033995,              0.0185,           0.0047118,            0.082248,            0.021876,             0.93037,              0.9401,             0.96015,             0.62036,            0.024516,            0.015533,           0.0029257,            0.090989,            0.019594,           0.0079927,           0.0079927,           0.0079927
                 169,            0.034208,            0.018491,           0.0050016,            0.083345,            0.022029,             0.93352,             0.93971,             0.96259,             0.62509,            0.024556,            0.015494,            0.002997,            0.091035,            0.019707,           0.0079709,           0.0079709,           0.0079709
                 170,            0.033875,            0.018422,           0.0049303,            0.082627,            0.021453,             0.93399,             0.93678,              0.9636,             0.62717,            0.024534,             0.01555,           0.0032005,            0.090973,            0.019658,            0.007949,            0.007949,            0.007949
                 171,            0.033784,            0.018612,            0.004916,            0.083208,            0.021716,             0.93401,             0.93961,              0.9638,             0.62621,             0.02445,             0.01555,           0.0032224,            0.090941,            0.019595,            0.007927,            0.007927,            0.007927
                 172,            0.034126,            0.018451,           0.0048553,            0.082525,             0.02163,              0.9368,             0.93391,             0.96342,             0.62632,            0.024467,            0.015577,           0.0032853,            0.091214,            0.019694,            0.007905,            0.007905,            0.007905
                 173,            0.033838,            0.018931,           0.0051194,            0.083126,            0.021563,             0.93437,             0.93769,             0.96429,             0.62753,            0.024527,            0.015564,           0.0031915,            0.091494,            0.019761,           0.0078828,           0.0078828,           0.0078828
                 174,            0.034194,            0.018348,           0.0050047,            0.082213,            0.021399,             0.93453,             0.94285,             0.96327,             0.62938,            0.024533,            0.015527,           0.0029799,            0.091555,            0.019714,           0.0078606,           0.0078606,           0.0078606
                 175,            0.033873,            0.018569,           0.0050517,            0.082606,            0.021531,             0.93762,              0.9423,             0.96337,             0.63152,            0.024564,            0.015529,            0.003011,            0.091852,            0.019575,           0.0078383,           0.0078383,           0.0078383
                 176,            0.033846,            0.018275,           0.0048642,            0.082805,              0.0213,             0.94241,             0.94228,             0.96406,              0.6325,            0.024566,            0.015518,           0.0029915,            0.091983,            0.019589,            0.007816,            0.007816,            0.007816
                 177,            0.033968,            0.018213,           0.0047969,            0.081991,            0.021201,             0.94252,             0.94321,             0.96495,             0.63099,            0.024541,            0.015543,           0.0029647,            0.091825,            0.019443,           0.0077935,           0.0077935,           0.0077935
                 178,            0.033705,            0.018199,           0.0048501,            0.081811,            0.021143,             0.94278,             0.94046,             0.96525,             0.62873,            0.024459,            0.015523,           0.0029433,            0.091482,             0.01936,            0.007771,            0.007771,            0.007771
                 179,            0.033751,            0.018437,           0.0048741,            0.082125,             0.02138,             0.94412,             0.93793,             0.96535,             0.63061,            0.024512,            0.015501,           0.0029938,            0.091448,            0.019297,           0.0077485,           0.0077485,           0.0077485
                 180,            0.033824,            0.018538,           0.0049569,            0.081743,            0.020743,             0.94243,             0.94005,              0.9652,             0.63202,            0.024528,            0.015473,           0.0031044,            0.091413,            0.019232,           0.0077258,           0.0077258,           0.0077258
                 181,            0.033638,            0.018336,           0.0048392,            0.081893,            0.020995,             0.94567,             0.93964,             0.96378,             0.62493,            0.024546,             0.01551,            0.003262,            0.091341,            0.019282,           0.0077031,           0.0077031,           0.0077031
                 182,            0.033092,            0.018091,           0.0049949,            0.081735,            0.020711,             0.93678,              0.9432,             0.96159,             0.62339,            0.024538,            0.015519,           0.0033765,            0.091323,            0.019298,           0.0076803,           0.0076803,           0.0076803
                 183,            0.033211,            0.017968,            0.004305,            0.081007,            0.020589,             0.93099,             0.94964,              0.9619,             0.62028,            0.024524,             0.01553,           0.0033942,            0.091394,            0.019264,           0.0076575,           0.0076575,           0.0076575
                 184,            0.033125,            0.017704,           0.0044913,            0.080563,            0.020754,             0.93891,             0.94205,             0.96229,             0.62185,            0.024488,            0.015546,           0.0033348,            0.091647,             0.01934,           0.0076346,           0.0076346,           0.0076346
                 185,            0.033105,             0.01793,            0.004503,            0.081117,            0.020763,             0.94332,              0.9285,             0.96001,             0.62407,            0.024434,             0.01555,           0.0033934,            0.091681,            0.019348,           0.0076116,           0.0076116,           0.0076116
                 186,            0.033229,            0.018152,           0.0047167,            0.080748,             0.02094,             0.93891,             0.93021,             0.96023,              0.6229,            0.024446,            0.015596,           0.0035061,            0.091579,            0.019361,           0.0075886,           0.0075886,           0.0075886
                 187,            0.033632,            0.018419,           0.0049344,            0.081402,            0.020327,             0.93443,             0.93046,             0.96152,             0.62184,            0.024398,            0.015599,           0.0035941,             0.09153,            0.019332,           0.0075655,           0.0075655,           0.0075655
                 188,            0.033386,            0.018378,           0.0045121,            0.080461,            0.020309,              0.9395,             0.92906,             0.96343,             0.62408,             0.02438,            0.015616,           0.0035775,            0.091579,            0.019393,           0.0075423,           0.0075423,           0.0075423
                 189,            0.033362,            0.018161,           0.0042015,            0.080448,            0.020347,             0.93208,              0.9316,             0.96259,             0.62139,            0.024438,             0.01561,           0.0035238,            0.091755,            0.019467,           0.0075191,           0.0075191,           0.0075191
                 190,            0.033414,             0.01789,           0.0046557,            0.080383,            0.020146,             0.91897,             0.94538,             0.96222,             0.62404,            0.024447,            0.015603,           0.0034898,            0.091812,            0.019358,           0.0074958,           0.0074958,           0.0074958
                 191,               0.033,            0.017927,            0.004532,            0.080531,            0.019738,             0.93466,             0.93095,             0.96133,             0.62327,            0.024464,            0.015582,           0.0034536,            0.092037,            0.019352,           0.0074725,           0.0074725,           0.0074725
                 192,            0.033117,            0.017962,           0.0045418,            0.079913,             0.01999,             0.92269,               0.944,             0.96311,             0.62227,            0.024491,            0.015585,           0.0034731,            0.092189,            0.019259,           0.0074491,           0.0074491,           0.0074491
                 193,            0.033166,            0.018137,           0.0046005,            0.080844,            0.019987,             0.93182,             0.93312,              0.9625,             0.62401,            0.024499,            0.015577,           0.0033426,            0.092245,            0.019158,           0.0074256,           0.0074256,           0.0074256
                 194,            0.033488,            0.018282,           0.0047579,            0.080385,            0.019875,             0.94173,             0.92331,             0.96277,             0.62328,            0.024522,            0.015588,            0.003347,            0.092249,             0.01903,           0.0074021,           0.0074021,           0.0074021
                 195,            0.032934,            0.018086,           0.0047863,            0.080391,            0.019775,             0.93433,              0.9372,             0.96307,             0.62226,             0.02451,            0.015589,           0.0033836,            0.092057,            0.019043,           0.0073786,           0.0073786,           0.0073786
                 196,            0.032972,            0.017954,           0.0043579,            0.079756,            0.019408,              0.9311,             0.93865,             0.96325,             0.62265,            0.024523,            0.015611,           0.0033684,            0.091966,            0.019062,            0.007355,            0.007355,            0.007355
                 197,            0.032631,             0.01795,           0.0044958,            0.080291,            0.019478,             0.93632,             0.93048,              0.9627,             0.62293,            0.024493,            0.015611,           0.0032992,             0.09191,            0.018968,           0.0073313,           0.0073313,           0.0073313
                 198,            0.033297,            0.017927,           0.0044546,            0.080378,            0.019814,             0.94445,             0.92875,             0.96401,             0.62346,            0.024496,            0.015603,           0.0032256,            0.091994,            0.018838,           0.0073076,           0.0073076,           0.0073076
                 199,            0.033092,             0.01783,           0.0043638,             0.07976,            0.018982,             0.94711,             0.92443,             0.96387,             0.62209,            0.024492,            0.015589,           0.0032449,            0.092066,            0.018776,           0.0072838,           0.0072838,           0.0072838
                 200,            0.032996,             0.01812,            0.004681,             0.08062,            0.019828,             0.94217,             0.93008,             0.96468,             0.62307,            0.024454,            0.015569,           0.0031908,            0.092046,            0.018691,           0.0072599,           0.0072599,           0.0072599
                 201,            0.033255,            0.017993,           0.0048139,            0.079686,            0.018941,             0.94171,             0.93522,             0.96752,              0.6265,            0.024439,            0.015568,            0.003183,            0.091975,            0.018661,           0.0072361,           0.0072361,           0.0072361
                 202,            0.032934,            0.017747,           0.0049082,            0.080159,            0.019164,             0.92935,             0.94434,             0.96639,             0.62478,            0.024423,            0.015558,           0.0031973,            0.091947,            0.018552,           0.0072121,           0.0072121,           0.0072121
                 203,            0.032753,            0.018002,           0.0044217,            0.080003,            0.019223,             0.93707,             0.94517,             0.96675,             0.62474,            0.024427,            0.015546,            0.003197,            0.092023,            0.018485,           0.0071882,           0.0071882,           0.0071882
                 204,             0.03252,            0.017571,           0.0044072,            0.079984,            0.018721,             0.93668,             0.94384,             0.96735,             0.62673,            0.024393,             0.01552,           0.0032514,            0.091882,             0.01848,           0.0071641,           0.0071641,           0.0071641
                 205,            0.032723,            0.018454,           0.0047393,            0.079979,            0.018994,             0.93605,             0.94319,             0.96639,             0.62535,            0.024391,            0.015516,           0.0032854,            0.091859,            0.018428,           0.0071401,           0.0071401,           0.0071401
                 206,            0.032647,            0.017919,           0.0044978,            0.079543,            0.019212,             0.94492,             0.94242,              0.9696,              0.6263,            0.024384,            0.015518,           0.0032616,            0.091869,            0.018377,            0.007116,            0.007116,            0.007116
                 207,            0.032625,            0.017758,           0.0046389,            0.079151,            0.018244,             0.94693,             0.94312,             0.96932,             0.62408,            0.024373,            0.015511,            0.003257,             0.09185,            0.018346,           0.0070918,           0.0070918,           0.0070918
                 208,            0.032334,            0.017639,           0.0043066,            0.079257,             0.01855,             0.93848,             0.94525,             0.96669,             0.62466,            0.024357,            0.015517,           0.0032519,            0.091856,             0.01824,           0.0070676,           0.0070676,           0.0070676
                 209,            0.032866,            0.018217,            0.004701,            0.079198,            0.018782,             0.94594,             0.94198,             0.96854,             0.62523,            0.024363,            0.015539,           0.0032609,            0.091779,            0.018167,           0.0070434,           0.0070434,           0.0070434
                 210,            0.032547,            0.017976,           0.0046997,            0.079711,            0.018854,             0.94326,             0.94219,             0.96811,             0.62645,            0.024347,            0.015552,           0.0032546,            0.091724,             0.01815,           0.0070191,           0.0070191,           0.0070191
                 211,            0.032358,            0.017753,           0.0045857,            0.079241,            0.018094,             0.93812,             0.94699,             0.96823,              0.6277,            0.024333,            0.015559,           0.0032947,            0.091845,             0.01813,           0.0069948,           0.0069948,           0.0069948
                 212,            0.032226,            0.017467,            0.004467,            0.079311,            0.018835,             0.93573,             0.95109,             0.96852,             0.62963,             0.02435,            0.015558,           0.0033264,            0.091864,             0.01811,           0.0069704,           0.0069704,           0.0069704
                 213,            0.032641,            0.017786,           0.0044115,            0.078551,            0.017822,             0.94644,             0.93998,              0.9685,             0.62951,            0.024333,            0.015551,           0.0033238,            0.091791,             0.01804,            0.006946,            0.006946,            0.006946
                 214,              0.0321,            0.018117,           0.0044359,             0.07937,            0.018168,             0.93711,              0.9507,             0.96736,             0.62956,            0.024315,            0.015524,           0.0033243,            0.091718,            0.018011,           0.0069216,           0.0069216,           0.0069216
                 215,              0.0322,            0.017493,           0.0042762,            0.078425,            0.017897,             0.93848,             0.95004,             0.96914,             0.63117,            0.024281,            0.015503,           0.0033007,            0.091604,             0.01792,           0.0068971,           0.0068971,           0.0068971
                 216,            0.032506,            0.017955,           0.0046618,            0.078757,            0.018018,             0.93989,             0.95014,             0.96889,             0.62923,             0.02427,            0.015491,           0.0033034,            0.091599,            0.017898,           0.0068726,           0.0068726,           0.0068726
                 217,            0.032508,            0.017675,           0.0045427,            0.079011,            0.017602,              0.9379,             0.94677,             0.96599,             0.62935,            0.024272,            0.015497,           0.0032793,            0.091692,            0.017868,            0.006848,            0.006848,            0.006848
                 218,            0.031941,            0.017491,           0.0044753,            0.078598,             0.01766,             0.93989,             0.94381,              0.9666,             0.63159,            0.024282,             0.01549,           0.0032483,              0.0917,            0.017866,           0.0068235,           0.0068235,           0.0068235
                 219,            0.032251,            0.017774,           0.0043214,            0.077984,            0.017294,             0.93381,               0.943,             0.96491,             0.62998,              0.0243,             0.01549,           0.0032193,            0.091794,            0.017889,           0.0067988,           0.0067988,           0.0067988
                 220,            0.032109,            0.017311,           0.0039348,            0.077868,            0.017267,             0.92869,             0.95003,             0.96514,             0.63043,            0.024297,            0.015491,           0.0031784,            0.091837,             0.01786,           0.0067742,           0.0067742,           0.0067742
                 221,            0.031961,            0.018072,           0.0044237,            0.078272,            0.017428,             0.93087,               0.951,             0.96527,             0.62859,            0.024282,            0.015492,           0.0031303,            0.091879,            0.017807,           0.0067495,           0.0067495,           0.0067495
                 222,            0.032116,             0.01736,           0.0040502,            0.078265,            0.017166,             0.94404,             0.93776,             0.96578,             0.62872,            0.024267,            0.015499,           0.0031439,            0.091881,            0.017759,           0.0067248,           0.0067248,           0.0067248
                 223,            0.032186,            0.017633,           0.0043027,            0.078222,            0.016993,              0.9374,             0.94004,             0.96515,             0.62901,            0.024266,            0.015506,           0.0031928,            0.091871,            0.017702,           0.0067001,           0.0067001,           0.0067001
                 224,            0.031806,             0.01759,           0.0039619,            0.077577,            0.016699,             0.93726,             0.93855,             0.96326,             0.62722,            0.024282,            0.015521,           0.0032305,            0.091931,            0.017666,           0.0066753,           0.0066753,           0.0066753
                 225,            0.031672,            0.017651,           0.0043313,             0.07787,            0.017094,             0.93491,             0.94431,             0.96409,             0.62833,            0.024299,             0.01553,           0.0032649,            0.091901,              0.0176,           0.0066505,           0.0066505,           0.0066505
                 226,            0.032107,            0.017721,            0.004251,            0.077092,            0.016509,             0.93396,             0.94428,             0.96373,              0.6276,              0.0243,            0.015534,           0.0033279,            0.091865,            0.017556,           0.0066257,           0.0066257,           0.0066257
                 227,            0.031594,            0.018126,           0.0041328,            0.077486,            0.016806,             0.93035,             0.94347,             0.96264,             0.62801,            0.024299,            0.015545,           0.0033524,            0.091892,            0.017521,           0.0066009,           0.0066009,           0.0066009
                 228,            0.031742,             0.01741,           0.0042408,            0.077847,            0.016458,              0.9344,               0.943,              0.9635,             0.62762,            0.024279,            0.015547,           0.0033782,             0.09185,            0.017482,            0.006576,            0.006576,            0.006576
                 229,            0.031748,            0.017244,           0.0043389,            0.077242,            0.016771,             0.92964,             0.94411,             0.96263,             0.62831,            0.024262,            0.015546,           0.0034124,            0.091789,            0.017497,           0.0065512,           0.0065512,           0.0065512
                 230,            0.031822,            0.017433,           0.0042156,            0.077842,            0.016586,             0.92904,             0.94491,             0.96264,             0.62857,            0.024251,            0.015541,           0.0033923,            0.091734,            0.017476,           0.0065263,           0.0065263,           0.0065263
                 231,            0.031497,            0.017683,            0.004499,            0.077354,            0.016695,             0.92754,             0.94898,             0.96371,             0.62757,            0.024243,            0.015544,           0.0034024,            0.091684,            0.017472,           0.0065013,           0.0065013,           0.0065013
                 232,            0.031941,            0.017479,           0.0042099,            0.077908,            0.015984,             0.93164,             0.94357,              0.9631,             0.62916,            0.024222,             0.01554,           0.0034314,            0.091652,            0.017463,           0.0064764,           0.0064764,           0.0064764
                 233,            0.031669,            0.017834,           0.0045107,            0.077994,            0.016667,              0.9303,             0.94523,             0.96347,             0.62893,            0.024209,            0.015537,           0.0034389,            0.091609,            0.017466,           0.0064514,           0.0064514,           0.0064514
                 234,            0.031392,            0.017499,           0.0041849,             0.07723,            0.016415,             0.93718,              0.9379,             0.96334,             0.62887,            0.024187,            0.015525,           0.0034909,             0.09154,            0.017491,           0.0064264,           0.0064264,           0.0064264
                 235,            0.031383,            0.017383,           0.0040585,            0.076307,            0.016093,             0.94129,             0.93668,             0.96361,             0.63047,             0.02417,            0.015517,           0.0035397,            0.091462,            0.017486,           0.0064014,           0.0064014,           0.0064014
                 236,            0.031593,            0.017406,           0.0040385,            0.076289,            0.015897,             0.93023,             0.94515,             0.96365,             0.63091,            0.024162,            0.015512,           0.0035507,            0.091391,            0.017519,           0.0063764,           0.0063764,           0.0063764
                 237,            0.031893,             0.01786,           0.0042665,            0.077054,            0.016236,             0.93946,             0.93747,              0.9634,             0.63115,            0.024157,            0.015511,           0.0035753,            0.091382,            0.017517,           0.0063514,           0.0063514,           0.0063514
                 238,            0.031316,            0.017596,           0.0043215,            0.076762,            0.015942,             0.94082,             0.93879,             0.96317,              0.6304,             0.02415,            0.015514,           0.0035835,            0.091319,            0.017525,           0.0063264,           0.0063264,           0.0063264
                 239,            0.031374,             0.01751,           0.0041189,            0.076571,            0.015845,             0.94189,             0.93615,             0.96191,             0.63053,            0.024137,            0.015512,           0.0036098,            0.091264,            0.017522,           0.0063013,           0.0063013,           0.0063013
                 240,            0.031015,            0.017214,           0.0037534,            0.076857,            0.015297,             0.93852,             0.94139,             0.96322,             0.63122,            0.024127,            0.015509,           0.0036398,            0.091213,            0.017517,           0.0062762,           0.0062762,           0.0062762
                 241,             0.03159,            0.017278,           0.0045384,            0.077394,            0.016213,             0.93954,             0.93644,             0.96204,             0.62942,            0.024123,            0.015499,           0.0036417,            0.091189,            0.017522,           0.0062512,           0.0062512,           0.0062512
