               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,  train/topleft_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,    val/topleft_loss,               x/lr0,               x/lr1,               x/lr2
                 250,            0.030681,            0.016819,           0.0037692,            0.075505,            0.014629,             0.94148,             0.93861,             0.96616,             0.63264,            0.024098,            0.015487,           0.0036671,            0.091276,            0.017337,           0.0060251,           0.0060251,           0.0060251
                 251,            0.031046,            0.017139,           0.0039685,            0.076298,            0.014685,             0.93442,             0.94266,             0.96613,             0.63217,            0.024087,            0.015486,           0.0036353,            0.091282,            0.017322,               0.006,               0.006,               0.006
                 252,            0.030698,             0.01728,           0.0042172,            0.075379,            0.014444,             0.93683,             0.94277,             0.96659,             0.63262,            0.024082,            0.015485,           0.0036115,            0.091311,            0.017303,           0.0059749,           0.0059749,           0.0059749
                 253,            0.030847,            0.017315,           0.0040276,            0.075691,            0.014287,             0.93708,             0.94309,             0.96612,             0.63297,            0.024073,            0.015486,           0.0036106,            0.091337,            0.017298,           0.0059497,           0.0059497,           0.0059497
                 254,            0.030862,            0.016779,           0.0036567,            0.075074,            0.014465,             0.94002,             0.94014,             0.96585,             0.63342,            0.024067,            0.015486,           0.0036037,            0.091357,            0.017302,           0.0059246,           0.0059246,           0.0059246
                 255,            0.030626,            0.017102,           0.0038113,            0.075554,            0.014603,             0.93751,             0.94123,             0.96577,             0.63311,            0.024064,            0.015483,           0.0035881,            0.091399,            0.017305,           0.0058995,           0.0058995,           0.0058995
                 256,            0.030763,             0.01733,           0.0040974,            0.075553,            0.014572,             0.93891,             0.93703,             0.96431,             0.63214,            0.024056,            0.015485,           0.0036042,            0.091429,            0.017324,           0.0058744,           0.0058744,           0.0058744
                 257,            0.030858,             0.01685,           0.0039323,            0.075496,            0.014051,             0.94412,             0.93681,             0.96556,              0.6327,             0.02405,            0.015488,           0.0036109,            0.091461,            0.017343,           0.0058492,           0.0058492,           0.0058492
                 258,            0.030677,            0.017214,           0.0040518,            0.075372,            0.014335,             0.94255,             0.93692,             0.96551,             0.63275,            0.024051,            0.015493,           0.0036095,             0.09152,            0.017359,           0.0058241,           0.0058241,           0.0058241
                 259,             0.03057,            0.017121,           0.0038951,             0.07522,            0.014314,             0.94181,              0.9385,             0.96573,             0.63292,            0.024047,            0.015493,           0.0035838,             0.09157,            0.017369,            0.005799,            0.005799,            0.005799
                 260,            0.030525,            0.016789,           0.0036466,            0.074586,            0.013899,             0.94282,             0.93449,             0.96516,             0.63207,            0.024042,            0.015494,            0.003551,            0.091599,            0.017354,           0.0057739,           0.0057739,           0.0057739
                 261,            0.030811,            0.017081,           0.0042454,            0.075448,            0.014306,             0.94588,             0.93502,             0.96613,             0.63248,            0.024041,            0.015493,           0.0035163,            0.091619,             0.01735,           0.0057488,           0.0057488,           0.0057488
                 262,            0.030855,             0.01706,           0.0042344,            0.075325,            0.014364,             0.94287,             0.93487,             0.96498,             0.63164,             0.02403,            0.015489,           0.0034961,            0.091644,            0.017347,           0.0057238,           0.0057238,           0.0057238
                 263,            0.030438,            0.017234,           0.0039587,            0.074539,            0.013958,             0.94787,             0.93443,             0.96644,             0.63285,            0.024021,            0.015485,            0.003476,            0.091675,            0.017364,           0.0056987,           0.0056987,           0.0056987
                 264,            0.030467,            0.017485,           0.0039825,            0.075154,            0.014031,             0.94822,             0.93453,             0.96642,             0.63192,            0.024012,            0.015478,           0.0034594,            0.091701,            0.017361,           0.0056736,           0.0056736,           0.0056736
                 265,            0.030291,            0.016764,           0.0035852,            0.074167,            0.013572,             0.94971,             0.93441,             0.96634,             0.63189,            0.024009,            0.015478,           0.0034368,            0.091736,            0.017355,           0.0056486,           0.0056486,           0.0056486
                 266,              0.0307,            0.017343,           0.0041039,            0.075164,            0.013956,             0.94851,             0.93456,             0.96577,             0.63178,            0.023998,            0.015476,           0.0034314,            0.091767,             0.01735,           0.0056236,           0.0056236,           0.0056236
                 267,            0.030403,            0.016912,           0.0041312,            0.075349,            0.013954,             0.94394,             0.93427,             0.96431,             0.63181,            0.023986,            0.015473,           0.0034107,            0.091781,            0.017349,           0.0055986,           0.0055986,           0.0055986
                 268,            0.030165,            0.017091,           0.0038101,             0.07481,            0.013604,             0.93996,             0.93856,             0.96396,              0.6305,            0.023977,             0.01547,           0.0033947,            0.091773,            0.017331,           0.0055736,           0.0055736,           0.0055736
                 269,            0.029954,            0.016903,           0.0038954,            0.074383,            0.013135,             0.94321,             0.93857,             0.96564,             0.63119,            0.023976,            0.015466,            0.003401,            0.091795,            0.017317,           0.0055486,           0.0055486,           0.0055486
                 270,            0.030026,            0.016777,           0.0039322,            0.074989,            0.013681,              0.9393,             0.93799,              0.9639,              0.6306,            0.023971,            0.015466,           0.0033976,            0.091818,            0.017338,           0.0055236,           0.0055236,           0.0055236
                 271,            0.030025,             0.01668,           0.0035492,            0.073831,            0.013078,             0.94119,             0.93809,             0.96396,             0.62932,            0.023963,            0.015463,            0.003393,            0.091825,            0.017363,           0.0054987,           0.0054987,           0.0054987
                 272,            0.030045,            0.016835,           0.0035455,            0.073924,            0.012891,             0.94049,             0.93711,             0.96228,             0.62815,            0.023959,            0.015466,           0.0033726,             0.09184,             0.01739,           0.0054737,           0.0054737,           0.0054737
                 273,            0.030372,            0.016991,           0.0036862,            0.074399,            0.012872,             0.94319,             0.93811,             0.96393,             0.62961,            0.023956,            0.015463,             0.00335,            0.091844,            0.017398,           0.0054488,           0.0054488,           0.0054488
                 274,            0.029757,            0.016492,           0.0035018,            0.073237,            0.012325,             0.94396,             0.93684,             0.96389,             0.62999,             0.02395,            0.015463,           0.0033339,            0.091843,            0.017401,            0.005424,            0.005424,            0.005424
                 275,            0.030093,            0.016785,            0.003788,            0.073937,             0.01291,              0.9442,             0.93691,             0.96262,             0.63145,            0.023946,            0.015462,           0.0033274,            0.091838,             0.01741,           0.0053991,           0.0053991,           0.0053991
                 276,            0.029983,            0.016462,            0.004036,             0.07399,            0.012708,             0.94001,             0.93596,             0.96059,             0.63021,            0.023945,            0.015464,           0.0033131,            0.091851,            0.017417,           0.0053743,           0.0053743,           0.0053743
                 277,            0.029824,            0.016609,           0.0035408,            0.073405,            0.012644,             0.94125,               0.937,             0.96184,             0.63128,            0.023942,            0.015466,           0.0033032,            0.091866,             0.01741,           0.0053495,           0.0053495,           0.0053495
                 278,            0.029691,            0.016826,           0.0037228,            0.073251,            0.012326,             0.94059,             0.94211,             0.96376,             0.63236,            0.023942,            0.015468,           0.0032951,            0.091882,            0.017405,           0.0053247,           0.0053247,           0.0053247
                 279,            0.029857,            0.016715,           0.0038389,            0.073986,            0.012836,             0.93926,             0.94136,             0.96275,             0.63187,            0.023939,            0.015468,           0.0032919,            0.091886,            0.017409,           0.0052999,           0.0052999,           0.0052999
                 280,            0.029856,            0.016906,           0.0039987,            0.074242,             0.01284,             0.93563,             0.94345,             0.96236,             0.63079,            0.023939,             0.01547,           0.0032914,            0.091891,            0.017414,           0.0052752,           0.0052752,           0.0052752
                 281,            0.029699,             0.01665,           0.0037212,            0.073753,            0.012537,             0.93659,              0.9432,             0.96274,             0.63084,            0.023933,            0.015469,           0.0032885,            0.091902,             0.01742,           0.0052505,           0.0052505,           0.0052505
                 282,            0.030022,            0.016681,           0.0039257,            0.073394,            0.012966,             0.93451,             0.94248,             0.96298,             0.63115,            0.023923,            0.015467,            0.003294,            0.091893,            0.017427,           0.0052258,           0.0052258,           0.0052258
                 283,            0.029715,            0.016619,           0.0038549,            0.073175,            0.012563,             0.93656,             0.94246,             0.96281,             0.63143,            0.023917,            0.015468,           0.0032948,            0.091892,            0.017421,           0.0052012,           0.0052012,           0.0052012
                 284,            0.029643,            0.016495,           0.0038624,            0.073454,            0.012155,             0.94032,             0.93395,             0.96256,             0.63086,            0.023917,            0.015473,           0.0032998,            0.091893,            0.017412,           0.0051765,           0.0051765,           0.0051765
                 285,            0.029983,            0.016794,           0.0039157,            0.073707,            0.012545,             0.93422,             0.94051,             0.96424,             0.63128,            0.023918,            0.015475,            0.003298,            0.091897,            0.017416,            0.005152,            0.005152,            0.005152
                 286,            0.029877,            0.016815,           0.0038266,            0.072927,            0.012385,             0.93589,             0.94075,             0.96511,             0.63173,            0.023912,            0.015475,           0.0033003,            0.091898,            0.017417,           0.0051274,           0.0051274,           0.0051274
                 287,            0.029735,            0.016703,           0.0039543,            0.073439,            0.012333,             0.93549,             0.94068,             0.96478,             0.63216,             0.02391,             0.01548,           0.0032967,            0.091904,            0.017429,           0.0051029,           0.0051029,           0.0051029
                 288,            0.029617,            0.016793,            0.003783,            0.072989,            0.011995,             0.93674,             0.94035,             0.96508,             0.63261,            0.023909,            0.015484,           0.0032933,            0.091919,            0.017429,           0.0050784,           0.0050784,           0.0050784
                 289,            0.029315,            0.016402,           0.0034602,            0.072353,            0.011825,             0.94189,             0.93412,             0.96458,             0.63287,            0.023906,            0.015487,           0.0032795,            0.091921,            0.017423,            0.005054,            0.005054,            0.005054
                 290,            0.028982,            0.016344,           0.0034056,            0.072411,             0.01188,             0.93759,              0.9391,             0.96453,             0.63378,            0.023897,            0.015488,           0.0032711,            0.091908,            0.017414,           0.0050296,           0.0050296,           0.0050296
                 291,            0.029349,            0.016615,           0.0034264,            0.072636,            0.011731,             0.93686,             0.93986,             0.96375,             0.63232,            0.023895,            0.015488,           0.0032592,            0.091904,            0.017409,           0.0050052,           0.0050052,           0.0050052
                 292,            0.028778,            0.016147,             0.00362,            0.072885,            0.012127,              0.9358,             0.93943,              0.9642,             0.63347,            0.023888,            0.015488,           0.0032542,            0.091902,            0.017398,           0.0049809,           0.0049809,           0.0049809
                 293,            0.029627,            0.016383,           0.0038965,            0.073815,            0.012085,              0.9358,             0.93938,             0.96486,             0.63309,            0.023885,            0.015489,           0.0032505,            0.091896,            0.017386,           0.0049566,           0.0049566,           0.0049566
                 294,            0.028829,            0.016081,            0.003218,            0.071681,            0.011461,             0.94452,              0.9316,             0.96426,             0.63247,            0.023884,            0.015492,           0.0032437,            0.091908,            0.017381,           0.0049324,           0.0049324,           0.0049324
                 295,            0.029013,            0.016484,           0.0035022,            0.072429,            0.011936,             0.94547,             0.93163,             0.96364,             0.63241,            0.023882,            0.015495,           0.0032382,            0.091919,             0.01738,           0.0049082,           0.0049082,           0.0049082
                 296,            0.029329,            0.016205,           0.0036064,            0.072599,            0.011758,             0.94629,              0.9323,              0.9642,             0.63242,            0.023877,            0.015495,           0.0032297,            0.091929,            0.017384,            0.004884,            0.004884,            0.004884
                 297,             0.02919,            0.016712,           0.0036869,            0.073099,            0.011988,             0.94708,             0.93173,             0.96463,             0.63349,            0.023871,            0.015495,           0.0032243,            0.091929,            0.017384,           0.0048599,           0.0048599,           0.0048599
                 298,            0.029019,            0.016254,           0.0036618,            0.071936,            0.011192,              0.9453,             0.93078,             0.96543,             0.63311,            0.023867,            0.015495,           0.0032159,            0.091941,             0.01737,           0.0048359,           0.0048359,           0.0048359
                 299,            0.028921,            0.016512,           0.0035862,            0.072291,            0.011943,             0.94438,             0.93091,             0.96458,             0.63277,             0.02386,            0.015495,           0.0032092,            0.091945,            0.017364,           0.0048118,           0.0048118,           0.0048118
                 300,            0.029281,            0.016439,           0.0035313,            0.071942,            0.011467,             0.94816,             0.93188,             0.96516,               0.633,            0.023856,            0.015495,            0.003202,            0.091958,            0.017359,           0.0047879,           0.0047879,           0.0047879
                 301,            0.029289,            0.016624,           0.0038045,            0.072446,            0.010993,              0.9472,             0.93135,             0.96495,              0.6333,            0.023853,            0.015497,           0.0032006,            0.091967,            0.017358,           0.0047639,           0.0047639,           0.0047639
                 302,            0.028715,            0.016761,           0.0037523,            0.072898,            0.011695,             0.94702,             0.93105,             0.96484,             0.63418,            0.023852,            0.015496,           0.0031992,            0.091984,            0.017352,           0.0047401,           0.0047401,           0.0047401
                 303,            0.028817,            0.015855,           0.0034749,            0.071384,            0.011416,             0.94481,             0.93015,             0.96305,             0.63285,            0.023849,            0.015497,           0.0031956,            0.092001,            0.017353,           0.0047162,           0.0047162,           0.0047162
                 304,             0.02895,             0.01656,           0.0037361,            0.071706,            0.011277,             0.94421,             0.93068,             0.96334,             0.63274,            0.023847,            0.015499,           0.0031948,            0.092015,            0.017349,           0.0046924,           0.0046924,           0.0046924
                 305,            0.028525,            0.016187,           0.0034883,            0.071438,            0.011228,             0.94632,             0.92992,             0.96366,             0.63365,            0.023842,            0.015501,           0.0031922,            0.092028,            0.017345,           0.0046687,           0.0046687,           0.0046687
                 306,            0.029063,            0.016858,           0.0037071,            0.072011,            0.011629,             0.94726,             0.92981,             0.96456,             0.63396,            0.023837,            0.015502,           0.0031879,            0.092049,            0.017352,            0.004645,            0.004645,            0.004645
                 307,            0.028649,            0.016457,           0.0035481,            0.072031,            0.011097,             0.94425,             0.93252,             0.96456,             0.63371,            0.023835,            0.015505,           0.0031871,            0.092069,            0.017348,           0.0046214,           0.0046214,           0.0046214
                 308,            0.028713,            0.016197,           0.0033207,            0.070952,            0.010547,             0.94452,             0.93239,             0.96461,             0.63361,            0.023832,            0.015505,            0.003187,            0.092088,            0.017342,           0.0045979,           0.0045979,           0.0045979
                 309,            0.028852,            0.016112,           0.0034035,            0.071293,             0.01101,             0.94344,             0.93212,             0.96419,              0.6328,            0.023825,            0.015505,           0.0031869,            0.092095,            0.017345,           0.0045744,           0.0045744,           0.0045744
                 310,            0.028809,            0.016557,           0.0036822,            0.071645,            0.010972,             0.94172,             0.93385,             0.96404,             0.63302,            0.023826,            0.015508,           0.0031848,            0.092111,            0.017342,           0.0045509,           0.0045509,           0.0045509
                 311,            0.028215,            0.016088,           0.0032542,            0.070843,            0.010655,             0.94174,             0.93391,             0.96376,             0.63227,            0.023825,            0.015509,           0.0031868,            0.092122,            0.017341,           0.0045275,           0.0045275,           0.0045275
                 312,            0.028702,            0.016335,            0.003549,            0.071612,            0.010764,             0.94154,             0.93472,             0.96403,             0.63238,            0.023823,            0.015511,           0.0031867,            0.092125,            0.017338,           0.0045042,           0.0045042,           0.0045042
                 313,            0.028313,            0.016184,           0.0034173,            0.071459,            0.010912,              0.9423,             0.93454,             0.96411,             0.63308,            0.023822,            0.015514,           0.0031878,            0.092141,            0.017339,           0.0044809,           0.0044809,           0.0044809
                 314,            0.027943,            0.016117,           0.0033217,             0.07095,            0.010573,             0.94428,             0.93448,             0.96513,             0.63356,            0.023821,            0.015517,           0.0031894,            0.092149,            0.017341,           0.0044577,           0.0044577,           0.0044577
                 315,            0.028497,            0.015955,            0.003319,            0.070422,             0.01024,             0.94019,             0.93324,             0.96492,             0.63378,            0.023818,            0.015518,           0.0031868,            0.092154,            0.017346,           0.0044345,           0.0044345,           0.0044345
                 316,            0.028408,            0.016109,           0.0035357,            0.071684,            0.010763,             0.93999,             0.93318,             0.96481,             0.63402,            0.023815,            0.015518,           0.0031851,            0.092158,            0.017352,           0.0044114,           0.0044114,           0.0044114
                 317,            0.028318,            0.016191,           0.0033261,            0.071003,            0.010433,             0.94283,             0.93418,             0.96487,             0.63529,            0.023812,            0.015519,           0.0031897,            0.092164,            0.017354,           0.0043884,           0.0043884,           0.0043884
                 318,            0.028307,            0.016091,           0.0033168,            0.070608,            0.010324,             0.94445,             0.93443,             0.96527,             0.63512,            0.023811,            0.015518,           0.0031928,            0.092165,             0.01735,           0.0043654,           0.0043654,           0.0043654
                 319,            0.028417,            0.016017,           0.0034098,            0.070624,            0.010649,             0.94367,             0.93444,             0.96571,             0.63588,            0.023811,            0.015519,           0.0031852,            0.092178,            0.017341,           0.0043425,           0.0043425,           0.0043425
                 320,            0.028317,             0.01609,             0.00326,            0.070116,            0.010327,             0.94207,             0.93449,             0.96466,             0.63556,            0.023808,             0.01552,           0.0031813,            0.092187,            0.017338,           0.0043197,           0.0043197,           0.0043197
                 321,            0.028006,             0.01601,           0.0031735,            0.070231,           0.0099086,             0.94369,             0.93439,             0.96537,             0.63587,            0.023806,            0.015521,           0.0031743,            0.092194,            0.017332,           0.0042969,           0.0042969,           0.0042969
                 322,             0.02797,            0.016249,            0.003279,            0.070304,            0.010058,             0.94108,              0.9342,             0.96407,             0.63504,            0.023803,            0.015522,           0.0031766,            0.092201,            0.017327,           0.0042742,           0.0042742,           0.0042742
                 323,            0.028258,            0.016265,           0.0035397,            0.070832,            0.010642,             0.94175,             0.93454,             0.96438,             0.63483,              0.0238,            0.015521,           0.0031747,            0.092207,            0.017323,           0.0042515,           0.0042515,           0.0042515
                 324,            0.028301,            0.016191,           0.0035534,            0.071576,            0.010692,             0.94199,             0.93444,             0.96397,             0.63504,            0.023799,            0.015521,           0.0031691,            0.092207,            0.017318,            0.004229,            0.004229,            0.004229
                 325,            0.028295,            0.016057,           0.0032677,              0.0709,              0.0103,              0.9425,             0.93455,             0.96449,               0.636,            0.023799,             0.01552,           0.0031683,            0.092216,            0.017315,           0.0042065,           0.0042065,           0.0042065
                 326,            0.028014,             0.01603,           0.0034173,            0.070631,            0.010374,              0.9431,             0.93471,             0.96555,             0.63667,            0.023797,            0.015521,           0.0031694,            0.092209,            0.017313,            0.004184,            0.004184,            0.004184
                 327,            0.027865,            0.015983,           0.0030625,            0.069477,            0.010335,             0.94325,             0.93429,              0.9648,             0.63549,            0.023794,            0.015521,           0.0031719,            0.092222,            0.017311,           0.0041617,           0.0041617,           0.0041617
                 328,            0.027723,             0.01597,           0.0032835,            0.069687,            0.010204,             0.94365,             0.93519,             0.96571,             0.63587,            0.023792,            0.015521,           0.0031672,            0.092227,            0.017314,           0.0041394,           0.0041394,           0.0041394
                 329,             0.02785,            0.016068,           0.0032292,            0.069993,            0.010374,             0.94549,             0.93519,             0.96626,             0.63628,            0.023791,            0.015523,           0.0031642,            0.092233,            0.017307,           0.0041172,           0.0041172,           0.0041172
                 330,            0.027958,            0.016089,           0.0033745,            0.070252,            0.010369,             0.94494,             0.93519,             0.96605,             0.63561,             0.02379,            0.015525,           0.0031622,            0.092241,            0.017308,            0.004095,            0.004095,            0.004095
                 331,            0.027813,            0.016214,            0.003302,            0.070453,            0.010066,             0.94474,             0.93481,             0.96557,             0.63519,             0.02379,            0.015526,           0.0031694,            0.092253,            0.017314,            0.004073,            0.004073,            0.004073
                 332,            0.027548,            0.015664,           0.0032467,            0.070087,            0.010214,             0.94333,              0.9353,             0.96469,             0.63474,             0.02379,            0.015526,           0.0031713,            0.092263,            0.017312,            0.004051,            0.004051,            0.004051
                 333,            0.027125,            0.015353,           0.0029241,            0.068983,            0.009893,             0.94091,             0.93531,             0.96346,             0.63435,             0.02379,            0.015529,           0.0031696,            0.092267,            0.017317,           0.0040291,           0.0040291,           0.0040291
                 334,            0.027555,            0.015937,           0.0033734,             0.06968,            0.009307,             0.94342,             0.93467,             0.96386,             0.63468,            0.023792,             0.01553,           0.0031682,             0.09227,            0.017317,           0.0040073,           0.0040073,           0.0040073
                 335,            0.027583,            0.015536,           0.0030769,            0.068961,           0.0092125,              0.9405,             0.93526,             0.96377,             0.63431,            0.023795,            0.015532,           0.0031635,            0.092285,            0.017308,           0.0039855,           0.0039855,           0.0039855
                 336,            0.027549,            0.015678,           0.0031469,            0.069265,           0.0098838,             0.94123,             0.93381,             0.96287,             0.63433,            0.023797,            0.015535,            0.003164,            0.092289,            0.017301,           0.0039638,           0.0039638,           0.0039638
                 337,            0.027404,            0.015942,           0.0031868,            0.069439,           0.0098043,             0.93795,             0.93665,             0.96359,             0.63464,            0.023797,            0.015537,           0.0031662,            0.092289,            0.017296,           0.0039422,           0.0039422,           0.0039422
                 338,             0.02747,            0.016262,           0.0032525,            0.069334,            0.009657,             0.94905,             0.92896,             0.96405,             0.63498,            0.023796,            0.015539,           0.0031674,            0.092298,            0.017289,           0.0039207,           0.0039207,           0.0039207
                 339,            0.027531,            0.015949,           0.0034662,             0.06943,           0.0094205,             0.94622,             0.92958,             0.96345,             0.63453,            0.023798,            0.015541,            0.003166,            0.092314,            0.017279,           0.0038993,           0.0038993,           0.0038993
                 340,            0.027118,            0.015438,           0.0031167,            0.068974,           0.0099027,              0.9486,             0.93089,             0.96432,             0.63578,            0.023798,            0.015542,            0.003166,            0.092321,            0.017267,            0.003878,            0.003878,            0.003878
                 341,            0.027177,            0.015452,           0.0030946,            0.068576,           0.0091317,             0.94906,             0.93004,             0.96445,             0.63555,            0.023799,            0.015546,           0.0031651,            0.092323,            0.017267,           0.0038567,           0.0038567,           0.0038567
                 342,             0.02718,            0.015752,           0.0031483,            0.068883,           0.0094637,             0.94517,             0.93311,             0.96399,             0.63577,              0.0238,            0.015547,           0.0031648,            0.092324,            0.017271,           0.0038355,           0.0038355,           0.0038355
                 343,            0.026873,            0.015513,           0.0027518,            0.068131,           0.0092126,             0.94447,             0.93332,             0.96395,             0.63582,            0.023802,            0.015549,            0.003162,            0.092336,            0.017268,           0.0038144,           0.0038144,           0.0038144
                 344,            0.026892,            0.015766,           0.0034522,            0.069338,           0.0096097,             0.94669,             0.93502,             0.96582,             0.63729,            0.023805,             0.01555,           0.0031601,            0.092342,            0.017271,           0.0037934,           0.0037934,           0.0037934
                 345,             0.02719,            0.015863,           0.0034486,            0.069953,           0.0095437,             0.94349,             0.93494,             0.96461,             0.63664,            0.023805,            0.015551,            0.003158,            0.092346,            0.017262,           0.0037725,           0.0037725,           0.0037725
                 346,            0.026785,            0.015617,           0.0031214,            0.069154,           0.0094537,             0.94664,             0.93492,             0.96504,             0.63676,            0.023806,            0.015552,           0.0031577,            0.092359,            0.017254,           0.0037517,           0.0037517,           0.0037517
                 347,            0.026886,            0.015503,           0.0030893,            0.068212,           0.0088226,             0.94396,             0.93481,              0.9645,             0.63674,            0.023808,            0.015554,           0.0031545,            0.092373,            0.017255,           0.0037309,           0.0037309,           0.0037309
                 348,            0.026856,            0.015295,           0.0030087,            0.068537,            0.009621,             0.94393,             0.93481,             0.96405,             0.63632,            0.023808,            0.015554,           0.0031542,            0.092377,            0.017248,           0.0037103,           0.0037103,           0.0037103
                 349,            0.027131,            0.015808,           0.0033132,            0.068695,           0.0093946,             0.94613,             0.93473,             0.96537,             0.63725,             0.02381,            0.015557,            0.003155,            0.092398,            0.017246,           0.0036897,           0.0036897,           0.0036897
                 350,            0.026836,             0.01547,           0.0030448,            0.067913,           0.0092743,             0.94048,             0.93463,             0.96259,             0.63605,            0.023812,            0.015559,           0.0031551,            0.092411,            0.017241,           0.0036692,           0.0036692,           0.0036692
                 351,            0.026859,            0.015681,           0.0029708,             0.06823,           0.0093621,              0.9391,             0.93454,             0.96292,             0.63623,            0.023813,            0.015561,           0.0031561,            0.092421,            0.017242,           0.0036489,           0.0036489,           0.0036489
                 352,            0.026582,            0.015487,            0.003181,            0.068182,           0.0093062,             0.93624,             0.93427,             0.96223,             0.63608,            0.023812,            0.015561,           0.0031591,            0.092433,            0.017242,           0.0036286,           0.0036286,           0.0036286
                 353,            0.026884,            0.015512,           0.0032007,            0.068618,           0.0091649,             0.94513,             0.93035,             0.96431,             0.63791,            0.023811,            0.015562,           0.0031647,            0.092445,            0.017245,           0.0036084,           0.0036084,           0.0036084
                 354,            0.026296,            0.015566,           0.0030045,            0.067919,            0.008888,             0.94433,              0.9304,             0.96336,             0.63668,            0.023811,            0.015563,            0.003171,            0.092458,            0.017246,           0.0035883,           0.0035883,           0.0035883
                 355,            0.026863,            0.015613,           0.0031426,            0.068201,           0.0091169,             0.94258,             0.93039,             0.96274,             0.63637,            0.023813,            0.015564,           0.0031783,            0.092477,            0.017249,           0.0035683,           0.0035683,           0.0035683
                 356,            0.026471,            0.015336,           0.0030523,            0.068325,           0.0087721,             0.94667,             0.93057,             0.96413,             0.63678,            0.023812,            0.015564,             0.00318,            0.092485,            0.017247,           0.0035484,           0.0035484,           0.0035484
                 357,            0.026735,            0.015326,           0.0029807,            0.067956,           0.0089791,             0.94724,             0.93055,             0.96363,             0.63762,            0.023811,            0.015564,           0.0031799,            0.092492,            0.017246,           0.0035286,           0.0035286,           0.0035286
                 358,            0.026436,            0.015091,           0.0029907,            0.067843,            0.008937,             0.94196,             0.93527,             0.96305,             0.63679,            0.023811,            0.015565,           0.0031796,            0.092502,            0.017246,           0.0035088,           0.0035088,           0.0035088
                 359,             0.02672,            0.015794,           0.0032766,            0.068465,           0.0091806,             0.94505,             0.93507,             0.96402,             0.63781,            0.023809,            0.015566,           0.0031801,            0.092511,             0.01724,           0.0034892,           0.0034892,           0.0034892
                 360,            0.026361,            0.015472,           0.0031522,            0.068161,           0.0094836,              0.9462,             0.93501,              0.9648,              0.6381,             0.02381,            0.015567,           0.0031794,            0.092523,            0.017236,           0.0034697,           0.0034697,           0.0034697
                 361,            0.026251,            0.015306,           0.0027849,            0.067616,           0.0088717,             0.94751,             0.93532,             0.96559,             0.63882,            0.023808,            0.015568,           0.0031821,            0.092533,            0.017238,           0.0034503,           0.0034503,           0.0034503
                 362,            0.026644,            0.015592,            0.003157,            0.067737,           0.0087568,             0.94678,             0.93492,             0.96535,             0.63865,            0.023807,             0.01557,           0.0031844,            0.092535,            0.017241,            0.003431,            0.003431,            0.003431
                 363,            0.026501,            0.015744,           0.0033087,            0.068611,           0.0091929,             0.94519,             0.93485,             0.96505,             0.63778,            0.023806,            0.015568,           0.0031876,            0.092538,            0.017236,           0.0034118,           0.0034118,           0.0034118
                 364,            0.026188,            0.015412,           0.0030384,             0.06807,           0.0087902,             0.94669,             0.93383,             0.96523,             0.63828,            0.023806,             0.01557,           0.0031893,            0.092532,            0.017237,           0.0033927,           0.0033927,           0.0033927
                 365,            0.026155,            0.015437,           0.0032472,            0.067591,           0.0091607,             0.94584,             0.93435,             0.96514,              0.6379,            0.023803,            0.015572,           0.0031913,            0.092534,            0.017235,           0.0033737,           0.0033737,           0.0033737
                 366,            0.026165,            0.015306,           0.0029158,            0.067848,           0.0083004,              0.9473,               0.934,              0.9649,             0.63842,            0.023803,            0.015574,           0.0031953,            0.092533,            0.017231,           0.0033548,           0.0033548,           0.0033548
                 367,            0.026317,            0.015356,           0.0029844,            0.067793,           0.0086798,             0.94903,             0.93393,              0.9653,             0.63817,            0.023801,            0.015574,            0.003199,            0.092532,            0.017234,            0.003336,            0.003336,            0.003336
                 368,            0.026137,              0.0153,           0.0028603,            0.067391,           0.0087256,             0.94728,             0.93405,              0.9652,             0.63826,            0.023799,            0.015574,           0.0031953,            0.092532,            0.017236,           0.0033173,           0.0033173,           0.0033173
                 369,            0.026401,            0.015487,           0.0031486,             0.06796,           0.0090572,              0.9473,             0.93379,             0.96484,             0.63818,            0.023797,            0.015575,           0.0031946,            0.092536,            0.017235,           0.0032987,           0.0032987,           0.0032987
